  Iteration information for myTAO_ solve.
  0 TAO,  Function value: 0.0306738,  Residual: 0.00139282 
191 TAO,  Function value: 0.0206007,  Residual: 0.000232218 
192 TAO,  Function value: 0.0206007,  Residual: 0.000232238 
193 TAO,  Function value: 0.0206007,  Residual: 1.15585e-06 
194 TAO,  Function value: 0.0206007,  Residual: 1.57265e-05 
195 TAO,  Function value: 0.0206006,  Residual: 0.00019182 
196 TAO,  Function value: 0.0206006,  Residual: 1.73244e-06 
197 TAO,  Function value: 0.0206006,  Residual: 0.000132592 
198 TAO,  Function value: 0.0206006,  Residual: 0.000232567 
199 TAO,  Function value: 0.0206006,  Residual: 0.000232753 
200 TAO,  Function value: 0.0206006,  Residual: 0.000206844 
201 TAO,  Function value: 0.0206005,  Residual: 0.000230662 
202 TAO,  Function value: 0.0206005,  Residual: 9.08528e-05 
203 TAO,  Function value: 0.0206005,  Residual: 0.000139169 
204 TAO,  Function value: 0.0206005,  Residual: 0.000125894 
205 TAO,  Function value: 0.0206005,  Residual: 0.000111051 
206 TAO,  Function value: 0.0206005,  Residual: 0.000105816 
207 TAO,  Function value: 0.0206005,  Residual: 5.63837e-05 
208 TAO,  Function value: 0.0206005,  Residual: 3.69549e-05 
209 TAO,  Function value: 0.0206005,  Residual: 4.70149e-05 
210 TAO,  Function value: 0.0206005,  Residual: 1.63821e-05 
211 TAO,  Function value: 0.0206005,  Residual: 3.94863e-05 
212 TAO,  Function value: 0.0206005,  Residual: 9.86359e-07 
213 TAO,  Function value: 0.0206005,  Residual: 0.000229381 
214 TAO,  Function value: 0.0206005,  Residual: 0.000229381 
215 TAO,  Function value: 0.0206005,  Residual: 0.000229383 
216 TAO,  Function value: 0.0206005,  Residual: 0.000229382 
217 TAO,  Function value: 0.0206005,  Residual: 1.24734e-06 
218 TAO,  Function value: 0.0206005,  Residual: 3.9491e-05 
219 TAO,  Function value: 0.0206004,  Residual: 5.81063e-05 
220 TAO,  Function value: 0.0206004,  Residual: 3.40438e-05 
221 TAO,  Function value: 0.0206004,  Residual: 3.87509e-05 
222 TAO,  Function value: 0.0206004,  Residual: 6.72865e-05 
223 TAO,  Function value: 0.0206004,  Residual: 6.54852e-05 
224 TAO,  Function value: 0.0206004,  Residual: 6.60007e-05 
225 TAO,  Function value: 0.0206004,  Residual: 7.19789e-05 
226 TAO,  Function value: 0.0206003,  Residual: 6.79433e-05 
227 TAO,  Function value: 0.0206002,  Residual: 6.63638e-05 
228 TAO,  Function value: 0.0206002,  Residual: 6.60153e-05 
229 TAO,  Function value: 0.0206001,  Residual: 6.63109e-05 
230 TAO,  Function value: 0.0206,  Residual: 5.63982e-05 
231 TAO,  Function value: 0.0206,  Residual: 2.43408e-05 
232 TAO,  Function value: 0.0205999,  Residual: 5.07958e-06 
233 TAO,  Function value: 0.0205998,  Residual: 1.08214e-06 
234 TAO,  Function value: 0.0205998,  Residual: 1.04722e-06 
235 TAO,  Function value: 0.0205998,  Residual: 2.73708e-06 
236 TAO,  Function value: 0.0205997,  Residual: 5.25125e-06 
237 TAO,  Function value: 0.0205995,  Residual: 3.23305e-06 
238 TAO,  Function value: 0.0205994,  Residual: 2.73627e-06 
239 TAO,  Function value: 0.0205993,  Residual: 1.79955e-06 
240 TAO,  Function value: 0.0205992,  Residual: 2.47558e-06 
241 TAO,  Function value: 0.0205992,  Residual: 2.29401e-06 
242 TAO,  Function value: 0.0205991,  Residual: 1.54394e-06 
243 TAO,  Function value: 0.0205991,  Residual: 1.55603e-06 
244 TAO,  Function value: 0.0205991,  Residual: 1.59929e-06 
245 TAO,  Function value: 0.020599,  Residual: 1.39858e-06 
246 TAO,  Function value: 0.0205989,  Residual: 1.3194e-06 
247 TAO,  Function value: 0.0205989,  Residual: 2.13544e-06 
248 TAO,  Function value: 0.0205988,  Residual: 1.18358e-06 
249 TAO,  Function value: 0.0205988,  Residual: 1.14961e-06 
250 TAO,  Function value: 0.0205987,  Residual: 1.16793e-06 
251 TAO,  Function value: 0.0205987,  Residual: 1.31638e-06 
252 TAO,  Function value: 0.0205986,  Residual: 1.55141e-06 
253 TAO,  Function value: 0.0205986,  Residual: 2.20169e-06 
254 TAO,  Function value: 0.0205985,  Residual: 1.91756e-06 
255 TAO,  Function value: 0.0205985,  Residual: 1.86101e-06 
256 TAO,  Function value: 0.0205985,  Residual: 2.05872e-06 
257 TAO,  Function value: 0.0205984,  Residual: 2.27603e-06 
258 TAO,  Function value: 0.0205982,  Residual: 2.43804e-06 
259 TAO,  Function value: 0.0205981,  Residual: 2.77972e-06 
260 TAO,  Function value: 0.020598,  Residual: 3.44644e-06 
261 TAO,  Function value: 0.020598,  Residual: 3.62408e-06 
262 TAO,  Function value: 0.0205979,  Residual: 3.93766e-06 
263 TAO,  Function value: 0.0205976,  Residual: 4.16736e-06 
264 TAO,  Function value: 0.0205974,  Residual: 4.52821e-06 
265 TAO,  Function value: 0.0205972,  Residual: 4.61075e-06 
266 TAO,  Function value: 0.0205969,  Residual: 4.34704e-06 
267 TAO,  Function value: 0.0205959,  Residual: 4.86102e-06 
268 TAO,  Function value: 0.0205957,  Residual: 5.19628e-06 
269 TAO,  Function value: 0.0205952,  Residual: 4.52473e-06 
270 TAO,  Function value: 0.0205945,  Residual: 3.92103e-06 
271 TAO,  Function value: 0.0205945,  Residual: 4.8123e-06 
272 TAO,  Function value: 0.020594,  Residual: 3.77538e-06 
273 TAO,  Function value: 0.0205938,  Residual: 3.33099e-06 
274 TAO,  Function value: 0.0205936,  Residual: 2.51626e-06 
275 TAO,  Function value: 0.0205934,  Residual: 2.18427e-06 
276 TAO,  Function value: 0.0205933,  Residual: 1.96449e-06 
277 TAO,  Function value: 0.0205932,  Residual: 1.7154e-06 
278 TAO,  Function value: 0.0205931,  Residual: 1.59508e-06 
279 TAO,  Function value: 0.0205931,  Residual: 1.41766e-06 
280 TAO,  Function value: 0.020593,  Residual: 1.28679e-06 
281 TAO,  Function value: 0.020593,  Residual: 1.30934e-06 
282 TAO,  Function value: 0.020593,  Residual: 1.32627e-06 
283 TAO,  Function value: 0.0205929,  Residual: 1.22158e-06 
284 TAO,  Function value: 0.0205929,  Residual: 1.16846e-06 
285 TAO,  Function value: 0.0205929,  Residual: 1.10921e-06 
286 TAO,  Function value: 0.0205929,  Residual: 1.23782e-06 
287 TAO,  Function value: 0.0205928,  Residual: 1.09036e-06 
288 TAO,  Function value: 0.0205928,  Residual: 1.067e-06 
289 TAO,  Function value: 0.0205928,  Residual: 1.16052e-06 
290 TAO,  Function value: 0.0205928,  Residual: 1.55045e-06 
291 TAO,  Function value: 0.0205927,  Residual: 1.36521e-06 
292 TAO,  Function value: 0.0205926,  Residual: 1.34542e-06 
293 TAO,  Function value: 0.0205926,  Residual: 1.34793e-06 
294 TAO,  Function value: 0.0205925,  Residual: 1.38597e-06 
295 TAO,  Function value: 0.0205924,  Residual: 1.36328e-06 
296 TAO,  Function value: 0.0205924,  Residual: 1.16668e-06 
297 TAO,  Function value: 0.0205923,  Residual: 1.01113e-06 
298 TAO,  Function value: 0.0205923,  Residual: 1.0483e-06 
299 TAO,  Function value: 0.0205923,  Residual: 8.85541e-07 
300 TAO,  Function value: 0.0205923,  Residual: 8.14188e-07 
301 TAO,  Function value: 0.0205923,  Residual: 7.72691e-07 
302 TAO,  Function value: 0.0205923,  Residual: 7.30387e-07 
303 TAO,  Function value: 0.0205923,  Residual: 6.70472e-07 
304 TAO,  Function value: 0.0205923,  Residual: 6.14311e-07 
305 TAO,  Function value: 0.0205923,  Residual: 5.57599e-07 
306 TAO,  Function value: 0.0205923,  Residual: 5.26951e-07 
307 TAO,  Function value: 0.0205923,  Residual: 4.79847e-07 
308 TAO,  Function value: 0.0205923,  Residual: 4.39537e-07 
309 TAO,  Function value: 0.0205923,  Residual: 4.19945e-07 
310 TAO,  Function value: 0.0205923,  Residual: 3.94737e-07 
311 TAO,  Function value: 0.0205923,  Residual: 3.55244e-07 
312 TAO,  Function value: 0.0205923,  Residual: 3.32245e-07 
313 TAO,  Function value: 0.0205923,  Residual: 2.9044e-07 
314 TAO,  Function value: 0.0205923,  Residual: 2.93604e-07 
315 TAO,  Function value: 0.0205923,  Residual: 2.65963e-07 
316 TAO,  Function value: 0.0205923,  Residual: 2.59449e-07 
317 TAO,  Function value: 0.0205923,  Residual: 2.88375e-07 
318 TAO,  Function value: 0.0205923,  Residual: 2.93344e-07 
319 TAO,  Function value: 0.0205922,  Residual: 2.7011e-07 
320 TAO,  Function value: 0.0205922,  Residual: 3.09405e-07 
321 TAO,  Function value: 0.0205922,  Residual: 2.26172e-07 
322 TAO,  Function value: 0.0205922,  Residual: 2.04205e-07 
323 TAO,  Function value: 0.0205922,  Residual: 2.17117e-07 
324 TAO,  Function value: 0.0205922,  Residual: 3.06786e-07 
325 TAO,  Function value: 0.0205922,  Residual: 2.76695e-07 
326 TAO,  Function value: 0.0205922,  Residual: 2.91908e-07 
327 TAO,  Function value: 0.0205922,  Residual: 3.11971e-07 
328 TAO,  Function value: 0.0205922,  Residual: 3.52768e-07 
329 TAO,  Function value: 0.0205922,  Residual: 3.21938e-07 
330 TAO,  Function value: 0.0205922,  Residual: 3.06288e-07 
331 TAO,  Function value: 0.0205922,  Residual: 2.85728e-07 
332 TAO,  Function value: 0.0205922,  Residual: 2.89587e-07 
333 TAO,  Function value: 0.0205922,  Residual: 2.66385e-07 
334 TAO,  Function value: 0.0205922,  Residual: 2.52926e-07 
335 TAO,  Function value: 0.0205922,  Residual: 2.14554e-07 
336 TAO,  Function value: 0.0205922,  Residual: 1.9966e-07 
337 TAO,  Function value: 0.0205922,  Residual: 1.72348e-07 
338 TAO,  Function value: 0.0205922,  Residual: 1.60628e-07 
339 TAO,  Function value: 0.0205922,  Residual: 1.45723e-07 
340 TAO,  Function value: 0.0205922,  Residual: 1.11863e-07 
341 TAO,  Function value: 0.0205922,  Residual: 1.18069e-07 
342 TAO,  Function value: 0.0205922,  Residual: 4.74156e-08 
Tao Object: (myTAO_) 8 MPI processes
  type: blmvm
  Gradient steps: 17
  TaoLineSearch Object: (myTAO_) 8 MPI processes
    type: more-thuente
    maximum function evaluations=30
    tolerances: ftol=0.0001, rtol=1e-10, gtol=0.9
    total number of function evaluations=0
    total number of gradient evaluations=0
    total number of function/gradient evaluations=1
    using variable bounds
    Termination reason: 1
  Active Set subset type: subvec
  convergence tolerances: gatol=5e-08,   steptol=0.,   gttol=5e-08
  Residual in Function/Gradient:=4.74156e-08
  Objective value=0.0205922
  total number of iterations=342,                          (max: 2000)
  total number of function/gradient evaluations=447,      (max: 4000)
  Solution converged:    ||g(X)|| <= gatol

 The parameters: 
 <Parameter set "para" containing 7 parameter(s) and parameter set(s)>

 hmax = 0.008108; hmin = 0.008000; num_cells = 2306.000000; num_vertices = 1236.000000
Traction forces: g_L1 = (0, 0); g_L2 = (0, 0); g_T3 = (0.000, -1.000); g_T4 = (0.000, -1.000); g_R5 = (0, 0); g_R6 = (0, 0); g_R7 = (0, 0); g_B8 = (0, 0);  g_B9 = (0, 0)
WARNING: user expression has not supplied value_shape method or an element. Assuming scalar element.

work = 0.01474291; compliance = 0.0054682008

perimeter_penalization = 0.0003811090
Norm of u_opt: 0.00884904800935432
Norm of alpha_opt: 0.2405576514859822

 vol_alpha = 0.0683525105

 vol_ratio_percentage = 22.78417
Max of alpha_opt: 1.0 
Min of alpha_opt: 0.0 
min/max u_opt_x: -0.00431476060773 0.004170538204260125
min/max u_opt_y: -0.0223724682284 0.0

Execution time (in seconds): 658.8331651687622

 The parameters: 
 <Parameter set "para" containing 7 parameter(s) and parameter set(s)>

 hmax = 0.008108; hmin = 0.008000; num_cells = 2310.000000; num_vertices = 1236.000000
Traction forces: g_L1 = (0, 0); g_L2 = (0, 0); g_T3 = (0.000, -1.000); g_T4 = (0.000, -1.000); g_R5 = (0, 0); g_R6 = (0, 0); g_R7 = (0, 0); g_B8 = (0, 0);  g_B9 = (0, 0)
WARNING: user expression has not supplied value_shape method or an element. Assuming scalar element.

work = 0.01474291; compliance = 0.0054682008

perimeter_penalization = 0.0003811090
Norm of u_opt: 0.00884904800935432
Norm of alpha_opt: 0.2405576514859822

 vol_alpha = 0.0683525105

 vol_ratio_percentage = 22.78417
Max of alpha_opt: 1.0 
Min of alpha_opt: 0.0 
min/max u_opt_x: -0.000533031889094 0.004170538204260125
min/max u_opt_y: -0.0194312017162 0.0

Execution time (in seconds): 658.8332953453064

 The parameters: 
 <Parameter set "para" containing 7 parameter(s) and parameter set(s)>

 hmax = 0.008108; hmin = 0.008000; num_cells = 2268.000000; num_vertices = 1211.000000
Traction forces: g_L1 = (0, 0); g_L2 = (0, 0); g_T3 = (0.000, -1.000); g_T4 = (0.000, -1.000); g_R5 = (0, 0); g_R6 = (0, 0); g_R7 = (0, 0); g_B8 = (0, 0);  g_B9 = (0, 0)
WARNING: user expression has not supplied value_shape method or an element. Assuming scalar element.

work = 0.01474291; compliance = 0.0054682008

perimeter_penalization = 0.0003811090
Norm of u_opt: 0.00884904800935432
Norm of alpha_opt: 0.2405576514859822

 vol_alpha = 0.0683525105

 vol_ratio_percentage = 22.78417
Max of alpha_opt: 1.0 
Min of alpha_opt: 0.0 
min/max u_opt_x: -0.000192153204382 0.004170538204260125
min/max u_opt_y: -0.0224918037203 0.0

Execution time (in seconds): 658.8333179950714

 The parameters: 
 <Parameter set "para" containing 7 parameter(s) and parameter set(s)>

 hmax = 0.008108; hmin = 0.008000; num_cells = 2475.000000; num_vertices = 1315.000000
Traction forces: g_L1 = (0, 0); g_L2 = (0, 0); g_T3 = (0.000, -1.000); g_T4 = (0.000, -1.000); g_R5 = (0, 0); g_R6 = (0, 0); g_R7 = (0, 0); g_B8 = (0, 0);  g_B9 = (0, 0)
WARNING: user expression has not supplied value_shape method or an element. Assuming scalar element.

work = 0.01474291; compliance = 0.0054682008

perimeter_penalization = 0.0003811090
Norm of u_opt: 0.00884904800935432
Norm of alpha_opt: 0.2405576514859822

 vol_alpha = 0.0683525105

 vol_ratio_percentage = 22.78417
Max of alpha_opt: 1.0 
Min of alpha_opt: 0.0 
min/max u_opt_x: -0.0045733381168 0.004170538204260125
min/max u_opt_y: -0.00780180310812 0.0

Execution time (in seconds): 658.833328962326

 The parameters: 
 <Parameter set "para" containing 7 parameter(s) and parameter set(s)>

 hmax = 0.008108; hmin = 0.008000; num_cells = 2321.000000; num_vertices = 1247.000000
Traction forces: g_L1 = (0, 0); g_L2 = (0, 0); g_T3 = (0.000, -1.000); g_T4 = (0.000, -1.000); g_R5 = (0, 0); g_R6 = (0, 0); g_R7 = (0, 0); g_B8 = (0, 0);  g_B9 = (0, 0)
WARNING: user expression has not supplied value_shape method or an element. Assuming scalar element.

work = 0.01474291; compliance = 0.0054682008

perimeter_penalization = 0.0003811090
Norm of u_opt: 0.00884904800935432
Norm of alpha_opt: 0.2405576514859822

 vol_alpha = 0.0683525105

 vol_ratio_percentage = 22.78417
Max of alpha_opt: 1.0 
Min of alpha_opt: 0.0 
min/max u_opt_x: -0.0052172177627 0.004170538204260125
min/max u_opt_y: -0.0176908241142 0.0

Execution time (in seconds): 658.8332459926605

 The parameters: 
 <Parameter set "para" containing 7 parameter(s) and parameter set(s)>

