  Iteration information for myTAO_ solve.
  0 TAO,  Function value: 0.0292259,  Residual: 0.000703837 
Traction forces: g_L1 = (0, 0); g_L2 = (0, 0); g_T3 = (0.000, -1.000); g_T4 = (0.000, -1.000); g_R5 = (0, 0); g_R6 = (0, 0); g_R7 = (0, 0); g_B8 = (0, 0);  g_B9 = (0, 0)
WARNING: user expression has not supplied value_shape method or an element. Assuming scalar element.

work = 0.01460472; compliance = 0.0059268654

perimeter_penalization = 0.0003398912
Norm of u_opt: 0.008745647605626116
Norm of alpha_opt: 0.2466771915272462

 vol_alpha = 0.0740858174

 vol_ratio_percentage = 24.69527
Max of alpha_opt: 1.0 
Min of alpha_opt: 0.0 
min/max u_opt_x: -4.97509781419e-05 0.004277595790810031
min/max u_opt_y: -0.023391696793 0.0

Execution time (in seconds): 198.00143837928772

 The parameters: 
 <Parameter set "para" containing 7 parameter(s) and parameter set(s)>

 hmax = 0.012517; hmin = 0.006554; num_cells = 1284.000000; num_vertices = 719.000000
Traction forces: g_L1 = (0, 0); g_L2 = (0, 0); g_T3 = (0.000, -1.000); g_T4 = (0.000, -1.000); g_R5 = (0, 0); g_R6 = (0, 0); g_R7 = (0, 0); g_B8 = (0, 0);  g_B9 = (0, 0)
WARNING: user expression has not supplied value_shape method or an element. Assuming scalar element.

work = 0.01460472; compliance = 0.0059268654

perimeter_penalization = 0.0003398912
Norm of u_opt: 0.008745647605626116
Norm of alpha_opt: 0.2466771915272462

 vol_alpha = 0.0740858174

 vol_ratio_percentage = 24.69527
Max of alpha_opt: 1.0 
Min of alpha_opt: 0.0 
min/max u_opt_x: -0.00405936047126 0.004277595790810031
min/max u_opt_y: -0.0214742808002 0.0

Execution time (in seconds): 198.00162601470947

 The parameters: 
 <Parameter set "para" containing 7 parameter(s) and parameter set(s)>

 hmax = 0.012514; hmin = 0.006415; num_cells = 1294.000000; num_vertices = 711.000000
Traction forces: g_L1 = (0, 0); g_L2 = (0, 0); g_T3 = (0.000, -1.000); g_T4 = (0.000, -1.000); g_R5 = (0, 0); g_R6 = (0, 0); g_R7 = (0, 0); g_B8 = (0, 0);  g_B9 = (0, 0)
WARNING: user expression has not supplied value_shape method or an element. Assuming scalar element.

work = 0.01460472; compliance = 0.0059268654

perimeter_penalization = 0.0003398912
Norm of u_opt: 0.008745647605626116
Norm of alpha_opt: 0.2466771915272462

 vol_alpha = 0.0740858174

 vol_ratio_percentage = 24.69527
Max of alpha_opt: 1.0 
Min of alpha_opt: 0.0 
min/max u_opt_x: -0.00027842056199 0.004277595790810031
min/max u_opt_y: -0.00632894726005 0.0

Execution time (in seconds): 198.00177383422852

 The parameters: 
 <Parameter set "para" containing 7 parameter(s) and parameter set(s)>

 hmax = 0.012500; hmin = 0.006473; num_cells = 1293.000000; num_vertices = 706.000000
Traction forces: g_L1 = (0, 0); g_L2 = (0, 0); g_T3 = (0.000, -1.000); g_T4 = (0.000, -1.000); g_R5 = (0, 0); g_R6 = (0, 0); g_R7 = (0, 0); g_B8 = (0, 0);  g_B9 = (0, 0)
WARNING: user expression has not supplied value_shape method or an element. Assuming scalar element.

work = 0.01460472; compliance = 0.0059268654

perimeter_penalization = 0.0003398912
Norm of u_opt: 0.008745647605626116
Norm of alpha_opt: 0.2466771915272462

 vol_alpha = 0.0740858174

 vol_ratio_percentage = 24.69527
Max of alpha_opt: 1.0 
Min of alpha_opt: 0.0 
min/max u_opt_x: -0.00315282735097 0.004277595790810031
min/max u_opt_y: -0.00605164447771 0.0

Execution time (in seconds): 198.00170135498047

 The parameters: 
 <Parameter set "para" containing 7 parameter(s) and parameter set(s)>

 hmax = 0.012515; hmin = 0.006305; num_cells = 1240.000000; num_vertices = 689.000000
Traction forces: g_L1 = (0, 0); g_L2 = (0, 0); g_T3 = (0.000, -1.000); g_T4 = (0.000, -1.000); g_R5 = (0, 0); g_R6 = (0, 0); g_R7 = (0, 0); g_B8 = (0, 0);  g_B9 = (0, 0)
WARNING: user expression has not supplied value_shape method or an element. Assuming scalar element.

work = 0.01460472; compliance = 0.0059268654

perimeter_penalization = 0.0003398912
Norm of u_opt: 0.008745647605626116
Norm of alpha_opt: 0.2466771915272462

 vol_alpha = 0.0740858174

 vol_ratio_percentage = 24.69527
Max of alpha_opt: 1.0 
Min of alpha_opt: 0.0 
min/max u_opt_x: -0.000483029189414 0.004277595790810031
min/max u_opt_y: -0.022954307303 0.0

Execution time (in seconds): 198.00191402435303
