  Iteration information for myTAO_ solve.
  0 TAO,  Function value: 0.0293741,  Residual: 0.000657881 
107 TAO,  Function value: 0.0207109,  Residual: 4.28846e-06 
108 TAO,  Function value: 0.0207102,  Residual: 2.69324e-06 
109 TAO,  Function value: 0.0207101,  Residual: 2.41398e-06 
110 TAO,  Function value: 0.02071,  Residual: 2.2853e-06 
111 TAO,  Function value: 0.0207096,  Residual: 1.76237e-06 
112 TAO,  Function value: 0.0207094,  Residual: 1.48359e-06 
113 TAO,  Function value: 0.0207092,  Residual: 1.21503e-06 
114 TAO,  Function value: 0.0207091,  Residual: 1.64455e-06 
115 TAO,  Function value: 0.020709,  Residual: 1.89626e-06 
116 TAO,  Function value: 0.020709,  Residual: 1.96755e-06 
117 TAO,  Function value: 0.0207089,  Residual: 1.52403e-06 
118 TAO,  Function value: 0.0207087,  Residual: 1.989e-06 
119 TAO,  Function value: 0.0207087,  Residual: 2.24651e-06 
120 TAO,  Function value: 0.0207085,  Residual: 1.41222e-06 
121 TAO,  Function value: 0.0207083,  Residual: 1.0125e-06 
122 TAO,  Function value: 0.0207083,  Residual: 9.53387e-07 
123 TAO,  Function value: 0.0207082,  Residual: 9.85882e-07 
124 TAO,  Function value: 0.0207081,  Residual: 5.89984e-07 
125 TAO,  Function value: 0.0207081,  Residual: 4.58927e-07 
126 TAO,  Function value: 0.0207081,  Residual: 4.72363e-07 
127 TAO,  Function value: 0.0207081,  Residual: 5.21268e-07 
128 TAO,  Function value: 0.0207081,  Residual: 5.34353e-07 
129 TAO,  Function value: 0.020708,  Residual: 4.64901e-07 
130 TAO,  Function value: 0.020708,  Residual: 4.80619e-07 
131 TAO,  Function value: 0.020708,  Residual: 3.05436e-07 
132 TAO,  Function value: 0.020708,  Residual: 1.4749e-07 
133 TAO,  Function value: 0.020708,  Residual: 1.22301e-07 
134 TAO,  Function value: 0.020708,  Residual: 1.07432e-07 
135 TAO,  Function value: 0.020708,  Residual: 2.21863e-07 
136 TAO,  Function value: 0.020708,  Residual: 6.67715e-08 
137 TAO,  Function value: 0.020708,  Residual: 5.69206e-08 
138 TAO,  Function value: 0.020708,  Residual: 9.18217e-08 
139 TAO,  Function value: 0.020708,  Residual: 2.06285e-07 
140 TAO,  Function value: 0.020708,  Residual: 2.91315e-07 
141 TAO,  Function value: 0.020708,  Residual: 2.91817e-07 
142 TAO,  Function value: 0.020708,  Residual: 2.31607e-07 
143 TAO,  Function value: 0.020708,  Residual: 1.83677e-07 
144 TAO,  Function value: 0.020708,  Residual: 1.74792e-07 
145 TAO,  Function value: 0.020708,  Residual: 1.3993e-07 
146 TAO,  Function value: 0.020708,  Residual: 9.67042e-08 
147 TAO,  Function value: 0.020708,  Residual: 1.01609e-07 
148 TAO,  Function value: 0.020708,  Residual: 4.50504e-08 
Tao Object: (myTAO_) 8 MPI processes
  type: blmvm
  Gradient steps: 2
  TaoLineSearch Object: (myTAO_) 8 MPI processes
    type: more-thuente
    maximum function evaluations=30
    tolerances: ftol=0.0001, rtol=1e-10, gtol=0.9
    total number of function evaluations=0
    total number of gradient evaluations=0
    total number of function/gradient evaluations=1
    using variable bounds
    Termination reason: 1
  Active Set subset type: subvec
  convergence tolerances: gatol=5e-08,   steptol=0.,   gttol=5e-08
  Residual in Function/Gradient:=4.50504e-08
  Objective value=0.020708
  total number of iterations=148,                          (max: 1000)
  total number of function/gradient evaluations=174,      (max: 4000)
  Solution converged:    ||g(X)|| <= gatol

 The parameters: 
 <Parameter set "para" containing 7 parameter(s) and parameter set(s)>

 hmax = 0.009091; hmin = 0.009009; num_cells = 1894.000000; num_vertices = 1012.000000
Traction forces: g_L1 = (0, 0); g_L2 = (0, 0); g_T3 = (0.000, -1.000); g_T4 = (0.000, -1.000); g_R5 = (0, 0); g_R6 = (0, 0); g_R7 = (0, 0); g_B8 = (0, 0);  g_B9 = (0, 0)
WARNING: user expression has not supplied value_shape method or an element. Assuming scalar element.

work = 0.01462351; compliance = 0.0057073689

perimeter_penalization = 0.0003771200
Norm of u_opt: 0.008774376133459057
Norm of alpha_opt: 0.24432316124765247

 vol_alpha = 0.0713421107

 vol_ratio_percentage = 23.78070
Max of alpha_opt: 1.0 
Min of alpha_opt: 0.0 
min/max u_opt_x: -4.38701353009e-05 0.004186541545486224
min/max u_opt_y: -0.0220566909546 0.0

Execution time (in seconds): 211.19650554656982

 The parameters: 
 <Parameter set "para" containing 7 parameter(s) and parameter set(s)>

 hmax = 0.009091; hmin = 0.009009; num_cells = 1868.000000; num_vertices = 1016.000000
Traction forces: g_L1 = (0, 0); g_L2 = (0, 0); g_T3 = (0.000, -1.000); g_T4 = (0.000, -1.000); g_R5 = (0, 0); g_R6 = (0, 0); g_R7 = (0, 0); g_B8 = (0, 0);  g_B9 = (0, 0)
WARNING: user expression has not supplied value_shape method or an element. Assuming scalar element.

work = 0.01462351; compliance = 0.0057073689

perimeter_penalization = 0.0003771200
Norm of u_opt: 0.008774376133459057
Norm of alpha_opt: 0.24432316124765247

 vol_alpha = 0.0713421107

 vol_ratio_percentage = 23.78070
Max of alpha_opt: 1.0 
Min of alpha_opt: 0.0 
min/max u_opt_x: -0.00497694996384 0.004186541545486224
min/max u_opt_y: -0.0173049633016 0.0

Execution time (in seconds): 211.19662618637085

 The parameters: 
 <Parameter set "para" containing 7 parameter(s) and parameter set(s)>

 hmax = 0.009091; hmin = 0.009009; num_cells = 1906.000000; num_vertices = 1030.000000
Traction forces: g_L1 = (0, 0); g_L2 = (0, 0); g_T3 = (0.000, -1.000); g_T4 = (0.000, -1.000); g_R5 = (0, 0); g_R6 = (0, 0); g_R7 = (0, 0); g_B8 = (0, 0);  g_B9 = (0, 0)
WARNING: user expression has not supplied value_shape method or an element. Assuming scalar element.

work = 0.01462351; compliance = 0.0057073689

perimeter_penalization = 0.0003771200
Norm of u_opt: 0.008774376133459057
Norm of alpha_opt: 0.24432316124765247

 vol_alpha = 0.0713421107

 vol_ratio_percentage = 23.78070
Max of alpha_opt: 1.0 
Min of alpha_opt: 0.0 
min/max u_opt_x: -0.000779252619601 0.004186541545486224
min/max u_opt_y: -0.0238815119381 0.0

Execution time (in seconds): 211.1967260837555

 The parameters: 
 <Parameter set "para" containing 7 parameter(s) and parameter set(s)>

 hmax = 0.009091; hmin = 0.009009; num_cells = 1936.000000; num_vertices = 1041.000000
Traction forces: g_L1 = (0, 0); g_L2 = (0, 0); g_T3 = (0.000, -1.000); g_T4 = (0.000, -1.000); g_R5 = (0, 0); g_R6 = (0, 0); g_R7 = (0, 0); g_B8 = (0, 0);  g_B9 = (0, 0)
WARNING: user expression has not supplied value_shape method or an element. Assuming scalar element.

work = 0.01462351; compliance = 0.0057073689

perimeter_penalization = 0.0003771200
Norm of u_opt: 0.008774376133459057
Norm of alpha_opt: 0.24432316124765247

 vol_alpha = 0.0713421107

 vol_ratio_percentage = 23.78070
Max of alpha_opt: 1.0 
Min of alpha_opt: 0.0 
min/max u_opt_x: -0.000540099978928 0.004186541545486224
min/max u_opt_y: -0.00556030192431 0.0

Execution time (in seconds): 211.19662284851074

 The parameters: 
 <Parameter set "para" containing 7 parameter(s) and parameter set(s)>

 hmax = 0.009091; hmin = 0.009009; num_cells = 1966.000000; num_vertices = 1051.000000
Traction forces: g_L1 = (0, 0); g_L2 = (0, 0); g_T3 = (0.000, -1.000); g_T4 = (0.000, -1.000); g_R5 = (0, 0); g_R6 = (0, 0); g_R7 = (0, 0); g_B8 = (0, 0);  g_B9 = (0, 0)
WARNING: user expression has not supplied value_shape method or an element. Assuming scalar element.

work = 0.01462351; compliance = 0.0057073689

perimeter_penalization = 0.0003771200
Norm of u_opt: 0.008774376133459057
Norm of alpha_opt: 0.24432316124765247

 vol_alpha = 0.0713421107

 vol_ratio_percentage = 23.78070
Max of alpha_opt: 1.0 
Min of alpha_opt: 0.0 
min/max u_opt_x: -0.00124902590686 0.004186541545486224
min/max u_opt_y: -0.0167975038444 0.0

Execution time (in seconds): 211.19668817520142

 The parameters: 
 <Parameter set "para" containing 7 parameter(s) and parameter set(s)>

 hmax = 0.009091; hmin = 0.009009; num_cells = 1887.000000; num_vertices = 1017.000000
Traction forces: g_L1 = (0, 0); g_L2 = (0, 0); g_T3 = (0.000, -1.000); g_T4 = (0.000, -1.000); g_R5 = (0, 0); g_R6 = (0, 0); g_R7 = (0, 0); g_B8 = (0, 0);  g_B9 = (0, 0)
WARNING: user expression has not supplied value_shape method or an element. Assuming scalar element.

work = 0.01462351; compliance = 0.0057073689

perimeter_penalization = 0.0003771200
Norm of u_opt: 0.008774376133459057
Norm of alpha_opt: 0.24432316124765247

 vol_alpha = 0.0713421107

 vol_ratio_percentage = 23.78070
Max of alpha_opt: 1.0 
Min of alpha_opt: 0.0 
min/max u_opt_x: -0.00384921266739 0.004186541545486224
min/max u_opt_y: -0.0223051243108 0.0

Execution time (in seconds): 211.19677233695984

 The parameters: 
 <Parameter set "para" containing 7 parameter(s) and parameter set(s)>

 hmax = 0.009091; hmin = 0.009009; num_cells = 1863.000000; num_vertices = 997.000000
Traction forces: g_L1 = (0, 0); g_L2 = (0, 0); g_T3 = (0.000, -1.000); g_T4 = (0.000, -1.000); g_R5 = (0, 0); g_R6 = (0, 0); g_R7 = (0, 0); g_B8 = (0, 0);  g_B9 = (0, 0)
WARNING: user expression has not supplied value_shape method or an element. Assuming scalar element.

work = 0.01462351; compliance = 0.0057073689

perimeter_penalization = 0.0003771200
Norm of u_opt: 0.008774376133459057
Norm of alpha_opt: 0.24432316124765247

 vol_alpha = 0.0713421107

 vol_ratio_percentage = 23.78070
Max of alpha_opt: 1.0 
Min of alpha_opt: 0.0 
min/max u_opt_x: -0.00382224047133 0.004186541545486224
min/max u_opt_y: -0.00642242829506 0.0

Execution time (in seconds): 211.19674468040466

 The parameters: 
 <Parameter set "para" containing 7 parameter(s) and parameter set(s)>

 hmax = 0.009091; hmin = 0.009009; num_cells = 1890.000000; num_vertices = 1014.000000
Traction forces: g_L1 = (0, 0); g_L2 = (0, 0); g_T3 = (0.000, -1.000); g_T4 = (0.000, -1.000); g_R5 = (0, 0); g_R6 = (0, 0); g_R7 = (0, 0); g_B8 = (0, 0);  g_B9 = (0, 0)
WARNING: user expression has not supplied value_shape method or an element. Assuming scalar element.

work = 0.01462351; compliance = 0.0057073689

perimeter_penalization = 0.0003771200
Norm of u_opt: 0.008774376133459057
Norm of alpha_opt: 0.24432316124765247

 vol_alpha = 0.0713421107

 vol_ratio_percentage = 23.78070
Max of alpha_opt: 1.0 
Min of alpha_opt: 0.0 
min/max u_opt_x: -3.04226852281e-05 0.004186541545486224
min/max u_opt_y: -0.0239691223172 0.0

Execution time (in seconds): 211.19688892364502
