  Iteration information for myTAO_ solve.
  0 TAO,  Function value: 0.0295994,  Residual: 0.00045274 
 34 TAO,  Function value: 0.0208713,  Residual: 1.11309e-05 
 35 TAO,  Function value: 0.0208618,  Residual: 1.214e-05 
 36 TAO,  Function value: 0.0208524,  Residual: 1.40187e-05 
 37 TAO,  Function value: 0.0208464,  Residual: 1.45659e-05 
 38 TAO,  Function value: 0.0208379,  Residual: 1.42618e-05 
 39 TAO,  Function value: 0.0208184,  Residual: 1.62923e-05 
 40 TAO,  Function value: 0.0207978,  Residual: 2.21006e-05 
 41 TAO,  Function value: 0.0207947,  Residual: 2.1011e-05 
 42 TAO,  Function value: 0.0207921,  Residual: 1.97768e-05 
 43 TAO,  Function value: 0.0207817,  Residual: 1.76999e-05 
 44 TAO,  Function value: 0.0207649,  Residual: 1.55295e-05 
 45 TAO,  Function value: 0.0207473,  Residual: 1.20401e-05 
 46 TAO,  Function value: 0.0207306,  Residual: 7.34955e-06 
 47 TAO,  Function value: 0.0207218,  Residual: 6.01712e-06 
 48 TAO,  Function value: 0.0207162,  Residual: 6.01825e-06 
 49 TAO,  Function value: 0.0207118,  Residual: 5.2196e-06 
 50 TAO,  Function value: 0.0207079,  Residual: 4.84617e-06 
 51 TAO,  Function value: 0.0207034,  Residual: 5.71667e-06 
 52 TAO,  Function value: 0.0206987,  Residual: 6.63396e-06 
 53 TAO,  Function value: 0.0206969,  Residual: 7.83805e-06 
 54 TAO,  Function value: 0.0206967,  Residual: 7.6332e-06 
 55 TAO,  Function value: 0.0206956,  Residual: 7.45361e-06 
 56 TAO,  Function value: 0.0206921,  Residual: 6.61485e-06 
 57 TAO,  Function value: 0.0206868,  Residual: 6.43056e-06 
 58 TAO,  Function value: 0.0206821,  Residual: 5.81083e-06 
 59 TAO,  Function value: 0.0206778,  Residual: 5.98295e-06 
 60 TAO,  Function value: 0.0206759,  Residual: 7.01631e-06 
 61 TAO,  Function value: 0.0206758,  Residual: 7.00373e-06 
 62 TAO,  Function value: 0.0206757,  Residual: 6.99295e-06 
 63 TAO,  Function value: 0.0206723,  Residual: 5.60035e-06 
 64 TAO,  Function value: 0.0206673,  Residual: 5.23013e-06 
 65 TAO,  Function value: 0.0206637,  Residual: 5.70741e-06 
 66 TAO,  Function value: 0.0206604,  Residual: 5.18715e-06 
 67 TAO,  Function value: 0.0206567,  Residual: 6.11405e-06 
 68 TAO,  Function value: 0.0206559,  Residual: 6.27643e-06 
 69 TAO,  Function value: 0.0206558,  Residual: 7.04468e-06 
 70 TAO,  Function value: 0.0206549,  Residual: 7.11115e-06 
 71 TAO,  Function value: 0.0206524,  Residual: 6.42088e-06 
 72 TAO,  Function value: 0.0206478,  Residual: 5.41622e-06 
 73 TAO,  Function value: 0.0206444,  Residual: 7.14385e-06 
 74 TAO,  Function value: 0.0206436,  Residual: 6.44571e-06 
 75 TAO,  Function value: 0.0206409,  Residual: 5.67843e-06 
 76 TAO,  Function value: 0.0206367,  Residual: 7.47998e-06 
 77 TAO,  Function value: 0.0206362,  Residual: 7.20091e-06 
 78 TAO,  Function value: 0.0206361,  Residual: 7.15381e-06 
 79 TAO,  Function value: 0.0206333,  Residual: 5.91029e-06 
 80 TAO,  Function value: 0.0206289,  Residual: 4.7016e-06 
 81 TAO,  Function value: 0.0206267,  Residual: 6.13636e-06 
 82 TAO,  Function value: 0.0206242,  Residual: 4.84318e-06 
 83 TAO,  Function value: 0.0206217,  Residual: 3.63468e-06 
 84 TAO,  Function value: 0.0206203,  Residual: 6.47844e-06 
 85 TAO,  Function value: 0.0206201,  Residual: 6.88225e-06 
 86 TAO,  Function value: 0.0206197,  Residual: 6.23353e-06 
 87 TAO,  Function value: 0.020617,  Residual: 4.45086e-06 
 88 TAO,  Function value: 0.0206142,  Residual: 4.75502e-06 
 89 TAO,  Function value: 0.0206131,  Residual: 5.42409e-06 
 90 TAO,  Function value: 0.0206108,  Residual: 4.17808e-06 
 91 TAO,  Function value: 0.0206086,  Residual: 3.85015e-06 
 92 TAO,  Function value: 0.0206083,  Residual: 6.60576e-06 
 93 TAO,  Function value: 0.0206069,  Residual: 5.39882e-06 
 94 TAO,  Function value: 0.0206049,  Residual: 0.000146443 
 95 TAO,  Function value: 0.0206046,  Residual: 4.99922e-06 
 96 TAO,  Function value: 0.0206045,  Residual: 4.0301e-06 
 97 TAO,  Function value: 0.0206044,  Residual: 9.05134e-06 
 98 TAO,  Function value: 0.0206044,  Residual: 9.06965e-06 
 99 TAO,  Function value: 0.0206044,  Residual: 9.06548e-06 
100 TAO,  Function value: 0.0206034,  Residual: 0.000146142 
101 TAO,  Function value: 0.0206034,  Residual: 2.65607e-06 
102 TAO,  Function value: 0.0206034,  Residual: 3.93443e-05 
103 TAO,  Function value: 0.0206033,  Residual: 0.000129575 
104 TAO,  Function value: 0.0206029,  Residual: 8.15262e-05 
105 TAO,  Function value: 0.0206028,  Residual: 2.79492e-06 
106 TAO,  Function value: 0.0206028,  Residual: 0.00012165 
107 TAO,  Function value: 0.0206028,  Residual: 0.000121596 
108 TAO,  Function value: 0.0206026,  Residual: 0.000121572 
109 TAO,  Function value: 0.0206024,  Residual: 1.9784e-06 
110 TAO,  Function value: 0.0206024,  Residual: 8.13858e-05 
111 TAO,  Function value: 0.0206024,  Residual: 8.13844e-05 
112 TAO,  Function value: 0.0206023,  Residual: 8.13641e-05 
113 TAO,  Function value: 0.0206023,  Residual: 8.13629e-05 
114 TAO,  Function value: 0.0206023,  Residual: 8.13626e-05 
115 TAO,  Function value: 0.020602,  Residual: 5.00771e-05 
116 TAO,  Function value: 0.0206018,  Residual: 4.55317e-05 
117 TAO,  Function value: 0.0206016,  Residual: 3.47128e-05 
118 TAO,  Function value: 0.0206011,  Residual: 2.91097e-05 
119 TAO,  Function value: 0.0206011,  Residual: 3.02918e-05 
120 TAO,  Function value: 0.0206011,  Residual: 2.7006e-05 
121 TAO,  Function value: 0.0206011,  Residual: 2.62303e-05 
122 TAO,  Function value: 0.020601,  Residual: 2.49128e-05 
123 TAO,  Function value: 0.0206009,  Residual: 8.80734e-06 
124 TAO,  Function value: 0.0206008,  Residual: 1.41478e-05 
125 TAO,  Function value: 0.0206007,  Residual: 2.08773e-05 
126 TAO,  Function value: 0.0206005,  Residual: 1.35041e-05 
127 TAO,  Function value: 0.0206002,  Residual: 1.7186e-05 
128 TAO,  Function value: 0.0206002,  Residual: 2.048e-05 
129 TAO,  Function value: 0.0205999,  Residual: 1.40216e-05 
130 TAO,  Function value: 0.0205997,  Residual: 1.07179e-05 
131 TAO,  Function value: 0.0205997,  Residual: 1.1455e-05 
132 TAO,  Function value: 0.0205996,  Residual: 4.34423e-06 
133 TAO,  Function value: 0.0205993,  Residual: 5.88411e-06 
134 TAO,  Function value: 0.0205987,  Residual: 2.64597e-06 
135 TAO,  Function value: 0.0205982,  Residual: 5.32363e-06 
136 TAO,  Function value: 0.0205977,  Residual: 1.10784e-05 
137 TAO,  Function value: 0.0205971,  Residual: 1.08951e-05 
138 TAO,  Function value: 0.0205961,  Residual: 1.09176e-05 
139 TAO,  Function value: 0.0205951,  Residual: 4.86673e-06 
140 TAO,  Function value: 0.0205942,  Residual: 3.32393e-06 
141 TAO,  Function value: 0.020594,  Residual: 5.18706e-06 
142 TAO,  Function value: 0.0205933,  Residual: 3.84661e-06 
143 TAO,  Function value: 0.0205931,  Residual: 5.93403e-06 
144 TAO,  Function value: 0.0205926,  Residual: 5.07086e-06 
145 TAO,  Function value: 0.020592,  Residual: 4.953e-06 
146 TAO,  Function value: 0.020591,  Residual: 4.50831e-06 
147 TAO,  Function value: 0.0205896,  Residual: 4.36788e-06 
148 TAO,  Function value: 0.0205888,  Residual: 5.2713e-06 
149 TAO,  Function value: 0.0205883,  Residual: 5.13715e-06 
150 TAO,  Function value: 0.020587,  Residual: 4.16793e-06 
151 TAO,  Function value: 0.0205854,  Residual: 4.16739e-06 
152 TAO,  Function value: 0.020585,  Residual: 5.4181e-06 
153 TAO,  Function value: 0.0205848,  Residual: 5.30891e-06 
154 TAO,  Function value: 0.0205831,  Residual: 3.79736e-06 
155 TAO,  Function value: 0.0205815,  Residual: 3.46154e-06 
156 TAO,  Function value: 0.0205806,  Residual: 4.07139e-06 
157 TAO,  Function value: 0.0205806,  Residual: 5.0372e-06 
158 TAO,  Function value: 0.0205792,  Residual: 3.98422e-06 
159 TAO,  Function value: 0.0205783,  Residual: 3.76929e-06 
160 TAO,  Function value: 0.0205775,  Residual: 4.98744e-06 
161 TAO,  Function value: 0.0205773,  Residual: 5.16774e-06 
162 TAO,  Function value: 0.0205762,  Residual: 4.84331e-06 
163 TAO,  Function value: 0.0205748,  Residual: 5.76834e-06 
164 TAO,  Function value: 0.0205745,  Residual: 6.13447e-06 
165 TAO,  Function value: 0.0205734,  Residual: 4.68982e-06 
166 TAO,  Function value: 0.0205727,  Residual: 0.000146956 
167 TAO,  Function value: 0.0205719,  Residual: 4.55246e-06 
168 TAO,  Function value: 0.0205718,  Residual: 3.4442e-06 
169 TAO,  Function value: 0.0205717,  Residual: 4.13503e-06 
170 TAO,  Function value: 0.0205717,  Residual: 5.41375e-06 
171 TAO,  Function value: 0.0205717,  Residual: 5.39397e-06 
172 TAO,  Function value: 0.0205715,  Residual: 5.14466e-06 
173 TAO,  Function value: 0.0205713,  Residual: 5.31191e-06 
174 TAO,  Function value: 0.0205709,  Residual: 5.59968e-06 
175 TAO,  Function value: 0.0205708,  Residual: 4.59376e-06 
176 TAO,  Function value: 0.0205707,  Residual: 3.97694e-06 
177 TAO,  Function value: 0.0205699,  Residual: 2.76951e-06 
178 TAO,  Function value: 0.0205695,  Residual: 1.48512e-06 
179 TAO,  Function value: 0.0205687,  Residual: 2.07416e-06 
180 TAO,  Function value: 0.0205677,  Residual: 3.07087e-06 
181 TAO,  Function value: 0.0205667,  Residual: 3.03944e-06 
182 TAO,  Function value: 0.0205659,  Residual: 2.47616e-06 
183 TAO,  Function value: 0.0205651,  Residual: 2.88973e-06 
184 TAO,  Function value: 0.0205649,  Residual: 3.16943e-06 
185 TAO,  Function value: 0.0205646,  Residual: 3.33208e-06 
186 TAO,  Function value: 0.0205639,  Residual: 3.27169e-06 
187 TAO,  Function value: 0.020563,  Residual: 3.21247e-06 
188 TAO,  Function value: 0.0205626,  Residual: 4.30264e-06 
189 TAO,  Function value: 0.0205624,  Residual: 4.09443e-06 
190 TAO,  Function value: 0.0205617,  Residual: 3.52114e-06 
191 TAO,  Function value: 0.0205606,  Residual: 2.97449e-06 
192 TAO,  Function value: 0.0205593,  Residual: 3.04823e-06 
193 TAO,  Function value: 0.0205585,  Residual: 3.81955e-06 
194 TAO,  Function value: 0.0205574,  Residual: 3.00596e-06 
195 TAO,  Function value: 0.0205565,  Residual: 3.44571e-06 
196 TAO,  Function value: 0.0205564,  Residual: 4.93341e-06 
197 TAO,  Function value: 0.0205564,  Residual: 4.86792e-06 
198 TAO,  Function value: 0.020556,  Residual: 4.61273e-06 
199 TAO,  Function value: 0.0205546,  Residual: 3.35526e-06 
200 TAO,  Function value: 0.0205534,  Residual: 3.82038e-06 
201 TAO,  Function value: 0.0205517,  Residual: 3.6495e-06 
202 TAO,  Function value: 0.0205501,  Residual: 3.54505e-06 
203 TAO,  Function value: 0.0205494,  Residual: 4.76642e-06 
204 TAO,  Function value: 0.0205486,  Residual: 3.98708e-06 
205 TAO,  Function value: 0.0205474,  Residual: 0.000147422 
206 TAO,  Function value: 0.0205472,  Residual: 3.80758e-06 
207 TAO,  Function value: 0.0205471,  Residual: 3.00847e-06 
208 TAO,  Function value: 0.0205471,  Residual: 6.28606e-06 
209 TAO,  Function value: 0.0205471,  Residual: 6.29848e-06 
210 TAO,  Function value: 0.0205471,  Residual: 6.29853e-06 
211 TAO,  Function value: 0.0205471,  Residual: 6.29518e-06 
212 TAO,  Function value: 0.0205468,  Residual: 1.77033e-06 
213 TAO,  Function value: 0.0205468,  Residual: 2.14187e-06 
214 TAO,  Function value: 0.0205462,  Residual: 3.56056e-06 
215 TAO,  Function value: 0.0205459,  Residual: 2.35381e-06 
216 TAO,  Function value: 0.0205457,  Residual: 1.58495e-06 
217 TAO,  Function value: 0.0205453,  Residual: 1.7025e-06 
218 TAO,  Function value: 0.0205447,  Residual: 1.98881e-06 
219 TAO,  Function value: 0.020544,  Residual: 1.89973e-06 
220 TAO,  Function value: 0.0205432,  Residual: 2.51292e-06 
221 TAO,  Function value: 0.0205425,  Residual: 2.38673e-06 
222 TAO,  Function value: 0.0205422,  Residual: 2.61854e-06 
223 TAO,  Function value: 0.0205418,  Residual: 2.59309e-06 
224 TAO,  Function value: 0.0205418,  Residual: 2.72005e-06 
225 TAO,  Function value: 0.0205413,  Residual: 2.40436e-06 
226 TAO,  Function value: 0.0205407,  Residual: 2.53571e-06 
227 TAO,  Function value: 0.0205405,  Residual: 3.25077e-06 
228 TAO,  Function value: 0.0205404,  Residual: 2.95873e-06 
229 TAO,  Function value: 0.0205404,  Residual: 3.05966e-06 
230 TAO,  Function value: 0.0205399,  Residual: 2.42432e-06 
231 TAO,  Function value: 0.020539,  Residual: 2.38739e-06 
232 TAO,  Function value: 0.0205383,  Residual: 2.24379e-06 
233 TAO,  Function value: 0.0205376,  Residual: 2.60877e-06 
234 TAO,  Function value: 0.020537,  Residual: 2.36793e-06 
235 TAO,  Function value: 0.0205365,  Residual: 2.76037e-06 
236 TAO,  Function value: 0.0205364,  Residual: 2.80772e-06 
237 TAO,  Function value: 0.0205361,  Residual: 2.83582e-06 
238 TAO,  Function value: 0.0205357,  Residual: 2.96798e-06 
239 TAO,  Function value: 0.0205353,  Residual: 2.98902e-06 
240 TAO,  Function value: 0.020535,  Residual: 3.20342e-06 
241 TAO,  Function value: 0.0205347,  Residual: 3.30459e-06 
242 TAO,  Function value: 0.0205344,  Residual: 3.33618e-06 
243 TAO,  Function value: 0.0205338,  Residual: 3.27595e-06 
244 TAO,  Function value: 0.0205333,  Residual: 3.7299e-06 
245 TAO,  Function value: 0.0205332,  Residual: 3.64209e-06 
246 TAO,  Function value: 0.0205327,  Residual: 3.08863e-06 
247 TAO,  Function value: 0.0205319,  Residual: 2.68128e-06 
248 TAO,  Function value: 0.0205312,  Residual: 3.06118e-06 
249 TAO,  Function value: 0.0205305,  Residual: 3.01439e-06 
250 TAO,  Function value: 0.0205299,  Residual: 2.6568e-06 
251 TAO,  Function value: 0.0205294,  Residual: 3.13368e-06 
252 TAO,  Function value: 0.0205293,  Residual: 3.25924e-06 
253 TAO,  Function value: 0.0205292,  Residual: 3.47028e-06 
254 TAO,  Function value: 0.0205288,  Residual: 3.34307e-06 
255 TAO,  Function value: 0.0205278,  Residual: 3.04512e-06 
256 TAO,  Function value: 0.0205274,  Residual: 3.35388e-06 
257 TAO,  Function value: 0.0205268,  Residual: 3.64016e-06 
258 TAO,  Function value: 0.0205267,  Residual: 4.21881e-06 
259 TAO,  Function value: 0.0205265,  Residual: 4.38028e-06 
260 TAO,  Function value: 0.0205259,  Residual: 3.88242e-06 
261 TAO,  Function value: 0.0205252,  Residual: 3.77905e-06 
262 TAO,  Function value: 0.0205242,  Residual: 3.21505e-06 
263 TAO,  Function value: 0.0205234,  Residual: 3.23542e-06 
264 TAO,  Function value: 0.0205226,  Residual: 2.84838e-06 
265 TAO,  Function value: 0.020522,  Residual: 3.5967e-06 
266 TAO,  Function value: 0.0205219,  Residual: 3.74335e-06 
267 TAO,  Function value: 0.0205215,  Residual: 3.81617e-06 
268 TAO,  Function value: 0.0205213,  Residual: 4.20055e-06 
269 TAO,  Function value: 0.0205209,  Residual: 3.98302e-06 
270 TAO,  Function value: 0.0205204,  Residual: 3.6686e-06 
271 TAO,  Function value: 0.0205194,  Residual: 3.32849e-06 
272 TAO,  Function value: 0.0205187,  Residual: 3.39872e-06 
273 TAO,  Function value: 0.0205186,  Residual: 3.53921e-06 
274 TAO,  Function value: 0.0205179,  Residual: 3.2235e-06 
275 TAO,  Function value: 0.0205174,  Residual: 3.79822e-06 
276 TAO,  Function value: 0.0205173,  Residual: 4.32807e-06 
277 TAO,  Function value: 0.0205173,  Residual: 4.30885e-06 
278 TAO,  Function value: 0.0205169,  Residual: 3.90609e-06 
279 TAO,  Function value: 0.020516,  Residual: 3.0368e-06 
280 TAO,  Function value: 0.0205153,  Residual: 3.23411e-06 
281 TAO,  Function value: 0.0205146,  Residual: 2.81519e-06 
282 TAO,  Function value: 0.0205141,  Residual: 2.55454e-06 
283 TAO,  Function value: 0.0205139,  Residual: 2.96273e-06 
284 TAO,  Function value: 0.0205137,  Residual: 3.08702e-06 
285 TAO,  Function value: 0.0205137,  Residual: 3.06155e-06 
286 TAO,  Function value: 0.0205134,  Residual: 2.47968e-06 
287 TAO,  Function value: 0.020513,  Residual: 2.66702e-06 
288 TAO,  Function value: 0.0205126,  Residual: 2.529e-06 
289 TAO,  Function value: 0.0205122,  Residual: 2.81649e-06 
290 TAO,  Function value: 0.0205118,  Residual: 2.66713e-06 
291 TAO,  Function value: 0.0205115,  Residual: 2.8534e-06 
292 TAO,  Function value: 0.0205115,  Residual: 2.85538e-06 
293 TAO,  Function value: 0.0205111,  Residual: 2.57553e-06 
294 TAO,  Function value: 0.0205109,  Residual: 2.80423e-06 
295 TAO,  Function value: 0.0205105,  Residual: 2.99751e-06 
296 TAO,  Function value: 0.02051,  Residual: 3.06362e-06 
297 TAO,  Function value: 0.0205096,  Residual: 3.63995e-06 
298 TAO,  Function value: 0.0205092,  Residual: 4.86335e-06 
299 TAO,  Function value: 0.020509,  Residual: 5.15797e-06 
300 TAO,  Function value: 0.0205085,  Residual: 4.73996e-06 
301 TAO,  Function value: 0.0205076,  Residual: 4.17299e-06 
302 TAO,  Function value: 0.0205064,  Residual: 4.07497e-06 
303 TAO,  Function value: 0.0205055,  Residual: 3.67712e-06 
304 TAO,  Function value: 0.0205046,  Residual: 2.3802e-06 
305 TAO,  Function value: 0.0205041,  Residual: 2.27732e-06 
306 TAO,  Function value: 0.0205037,  Residual: 2.31581e-06 
307 TAO,  Function value: 0.0205037,  Residual: 2.22364e-06 
308 TAO,  Function value: 0.0205034,  Residual: 1.74259e-06 
309 TAO,  Function value: 0.0205029,  Residual: 1.70516e-06 
310 TAO,  Function value: 0.0205027,  Residual: 1.89772e-06 
311 TAO,  Function value: 0.0205026,  Residual: 1.9488e-06 
312 TAO,  Function value: 0.0205026,  Residual: 2.18145e-06 
313 TAO,  Function value: 0.0205024,  Residual: 2.10319e-06 
314 TAO,  Function value: 0.0205022,  Residual: 2.07763e-06 
315 TAO,  Function value: 0.020502,  Residual: 2.61337e-06 
316 TAO,  Function value: 0.020502,  Residual: 2.55539e-06 
317 TAO,  Function value: 0.0205018,  Residual: 2.47857e-06 
318 TAO,  Function value: 0.0205013,  Residual: 2.29408e-06 
319 TAO,  Function value: 0.0205012,  Residual: 2.79714e-06 
320 TAO,  Function value: 0.020501,  Residual: 2.29884e-06 
321 TAO,  Function value: 0.0205006,  Residual: 0.000148179 
322 TAO,  Function value: 0.0205005,  Residual: 2.08029e-06 
323 TAO,  Function value: 0.0205005,  Residual: 1.65865e-06 
324 TAO,  Function value: 0.0205005,  Residual: 3.15449e-06 
325 TAO,  Function value: 0.0205004,  Residual: 3.57839e-06 
326 TAO,  Function value: 0.0205004,  Residual: 2.90839e-06 
327 TAO,  Function value: 0.0205004,  Residual: 2.89189e-06 
328 TAO,  Function value: 0.0205003,  Residual: 1.50816e-06 
329 TAO,  Function value: 0.0205003,  Residual: 1.08312e-06 
330 TAO,  Function value: 0.0205003,  Residual: 1.43511e-06 
331 TAO,  Function value: 0.0205002,  Residual: 1.09022e-06 
332 TAO,  Function value: 0.0205001,  Residual: 7.28896e-07 
333 TAO,  Function value: 0.0204999,  Residual: 9.17328e-07 
334 TAO,  Function value: 0.0204997,  Residual: 1.11702e-06 
335 TAO,  Function value: 0.0204996,  Residual: 1.1808e-06 
336 TAO,  Function value: 0.0204994,  Residual: 9.56704e-07 
337 TAO,  Function value: 0.0204993,  Residual: 1.01152e-06 
338 TAO,  Function value: 0.0204992,  Residual: 1.05364e-06 
339 TAO,  Function value: 0.0204992,  Residual: 9.55408e-07 
340 TAO,  Function value: 0.0204992,  Residual: 9.03533e-07 
341 TAO,  Function value: 0.020499,  Residual: 7.80424e-07 
342 TAO,  Function value: 0.0204989,  Residual: 1.33753e-06 
343 TAO,  Function value: 0.0204988,  Residual: 1.16307e-06 
344 TAO,  Function value: 0.0204987,  Residual: 9.93404e-07 
345 TAO,  Function value: 0.0204986,  Residual: 1.22649e-06 
346 TAO,  Function value: 0.0204985,  Residual: 1.2518e-06 
347 TAO,  Function value: 0.0204984,  Residual: 1.2228e-06 
348 TAO,  Function value: 0.0204983,  Residual: 1.25895e-06 
349 TAO,  Function value: 0.0204982,  Residual: 1.73823e-06 
350 TAO,  Function value: 0.0204982,  Residual: 1.56289e-06 
351 TAO,  Function value: 0.0204981,  Residual: 1.3489e-06 
352 TAO,  Function value: 0.0204979,  Residual: 1.39577e-06 
353 TAO,  Function value: 0.0204978,  Residual: 1.46125e-06 
354 TAO,  Function value: 0.0204978,  Residual: 1.21526e-06 
355 TAO,  Function value: 0.0204976,  Residual: 9.19148e-07 
356 TAO,  Function value: 0.0204975,  Residual: 1.19409e-06 
357 TAO,  Function value: 0.0204974,  Residual: 1.24664e-06 
358 TAO,  Function value: 0.0204973,  Residual: 1.07683e-06 
359 TAO,  Function value: 0.0204972,  Residual: 1.39782e-06 
360 TAO,  Function value: 0.020497,  Residual: 1.33304e-06 
361 TAO,  Function value: 0.0204969,  Residual: 2.54729e-06 
362 TAO,  Function value: 0.0204968,  Residual: 2.61474e-06 
363 TAO,  Function value: 0.0204968,  Residual: 2.68849e-06 
364 TAO,  Function value: 0.0204967,  Residual: 2.50716e-06 
365 TAO,  Function value: 0.0204964,  Residual: 2.25608e-06 
366 TAO,  Function value: 0.0204963,  Residual: 2.77127e-06 
367 TAO,  Function value: 0.0204956,  Residual: 1.6116e-06 
368 TAO,  Function value: 0.0204954,  Residual: 1.13551e-06 
369 TAO,  Function value: 0.0204953,  Residual: 1.17467e-06 
370 TAO,  Function value: 0.0204951,  Residual: 1.37969e-06 
371 TAO,  Function value: 0.020495,  Residual: 1.62456e-06 
372 TAO,  Function value: 0.0204948,  Residual: 1.47135e-06 
373 TAO,  Function value: 0.0204947,  Residual: 1.60484e-06 
374 TAO,  Function value: 0.0204946,  Residual: 1.52343e-06 
375 TAO,  Function value: 0.0204946,  Residual: 1.51929e-06 
376 TAO,  Function value: 0.0204946,  Residual: 1.43578e-06 
377 TAO,  Function value: 0.0204944,  Residual: 9.84459e-07 
378 TAO,  Function value: 0.0204942,  Residual: 9.0447e-07 
379 TAO,  Function value: 0.0204941,  Residual: 1.06847e-06 
380 TAO,  Function value: 0.020494,  Residual: 6.94833e-07 
381 TAO,  Function value: 0.020494,  Residual: 6.11748e-07 
382 TAO,  Function value: 0.0204939,  Residual: 6.13145e-07 
383 TAO,  Function value: 0.0204939,  Residual: 6.97878e-07 
384 TAO,  Function value: 0.0204938,  Residual: 5.08602e-07 
385 TAO,  Function value: 0.0204938,  Residual: 5.39342e-07 
386 TAO,  Function value: 0.0204937,  Residual: 5.67769e-07 
387 TAO,  Function value: 0.0204937,  Residual: 9.58828e-07 
388 TAO,  Function value: 0.0204936,  Residual: 5.27683e-07 
389 TAO,  Function value: 0.0204936,  Residual: 4.54922e-07 
390 TAO,  Function value: 0.0204936,  Residual: 8.96673e-07 
391 TAO,  Function value: 0.0204935,  Residual: 8.20932e-07 
392 TAO,  Function value: 0.0204934,  Residual: 1.51874e-06 
393 TAO,  Function value: 0.0204932,  Residual: 1.74831e-06 
394 TAO,  Function value: 0.0204932,  Residual: 2.19185e-06 
395 TAO,  Function value: 0.0204932,  Residual: 2.0966e-06 
396 TAO,  Function value: 0.0204928,  Residual: 0.000148181 
397 TAO,  Function value: 0.0204927,  Residual: 1.61835e-06 
398 TAO,  Function value: 0.0204927,  Residual: 1.46516e-06 
399 TAO,  Function value: 0.0204927,  Residual: 4.86041e-06 
400 TAO,  Function value: 0.0204927,  Residual: 4.86018e-06 
401 TAO,  Function value: 0.0204927,  Residual: 1.42408e-06 
402 TAO,  Function value: 0.0204927,  Residual: 0.000148108 
403 TAO,  Function value: 0.0204927,  Residual: 0.000148104 
404 TAO,  Function value: 0.0204927,  Residual: 1.11447e-06 
405 TAO,  Function value: 0.0204926,  Residual: 4.71171e-06 
406 TAO,  Function value: 0.0204926,  Residual: 0.000147645 
407 TAO,  Function value: 0.0204926,  Residual: 1.52572e-05 
408 TAO,  Function value: 0.0204926,  Residual: 3.87953e-06 
409 TAO,  Function value: 0.0204926,  Residual: 9.69395e-07 
410 TAO,  Function value: 0.0204926,  Residual: 0.000148114 
411 TAO,  Function value: 0.0204925,  Residual: 0.000148158 
412 TAO,  Function value: 0.0204925,  Residual: 0.000148107 
413 TAO,  Function value: 0.0204925,  Residual: 6.1067e-07 
414 TAO,  Function value: 0.0204925,  Residual: 3.76759e-06 
415 TAO,  Function value: 0.0204924,  Residual: 0.000144994 
416 TAO,  Function value: 0.0204924,  Residual: 4.21619e-05 
417 TAO,  Function value: 0.0204924,  Residual: 1.03595e-06 
418 TAO,  Function value: 0.0204924,  Residual: 0.000142024 
419 TAO,  Function value: 0.0204924,  Residual: 0.00014812 
420 TAO,  Function value: 0.0204924,  Residual: 0.000142176 
421 TAO,  Function value: 0.0204924,  Residual: 0.000142235 
