  Iteration information for myTAO_ solve.
  0 TAO,  Function value: 0.0293673,  Residual: 0.000450234 
170 TAO,  Function value: 0.0201195,  Residual: 4.83504e-05 
171 TAO,  Function value: 0.0201195,  Residual: 4.6978e-05 
172 TAO,  Function value: 0.0201195,  Residual: 5.90986e-07 
173 TAO,  Function value: 0.0201195,  Residual: 0.000145946 
174 TAO,  Function value: 0.0201195,  Residual: 0.00014594 
175 TAO,  Function value: 0.0201195,  Residual: 5.86418e-07 
176 TAO,  Function value: 0.0201195,  Residual: 4.70008e-05 
177 TAO,  Function value: 0.0201195,  Residual: 0.000126955 
178 TAO,  Function value: 0.0201195,  Residual: 0.00012746 
179 TAO,  Function value: 0.0201195,  Residual: 0.000141918 
180 TAO,  Function value: 0.0201195,  Residual: 0.00014063 
181 TAO,  Function value: 0.0201195,  Residual: 3.49272e-05 
182 TAO,  Function value: 0.0201195,  Residual: 3.11135e-05 
183 TAO,  Function value: 0.0201195,  Residual: 2.05166e-07 
184 TAO,  Function value: 0.0201195,  Residual: 0.000150122 
185 TAO,  Function value: 0.0201195,  Residual: 0.000150162 
186 TAO,  Function value: 0.0201195,  Residual: 1.92572e-07 
187 TAO,  Function value: 0.0201195,  Residual: 3.09211e-05 
188 TAO,  Function value: 0.0201194,  Residual: 3.96378e-05 
189 TAO,  Function value: 0.0201194,  Residual: 0.000150999 
190 TAO,  Function value: 0.0201194,  Residual: 0.000150763 
191 TAO,  Function value: 0.0201194,  Residual: 3.18068e-05 
192 TAO,  Function value: 0.0201194,  Residual: 6.94172e-05 
193 TAO,  Function value: 0.0201194,  Residual: 3.0466e-05 
194 TAO,  Function value: 0.0201194,  Residual: 2.47763e-05 
195 TAO,  Function value: 0.0201194,  Residual: 4.12316e-07 
196 TAO,  Function value: 0.0201194,  Residual: 0.000151278 
197 TAO,  Function value: 0.0201194,  Residual: 0.000151278 
198 TAO,  Function value: 0.0201194,  Residual: 3.91143e-07 
199 TAO,  Function value: 0.0201194,  Residual: 2.47468e-05 
200 TAO,  Function value: 0.0201194,  Residual: 0.000151273 
201 TAO,  Function value: 0.0201194,  Residual: 0.000152029 
202 TAO,  Function value: 0.0201194,  Residual: 2.83049e-07 
203 TAO,  Function value: 0.0201194,  Residual: 1.96125e-05 
204 TAO,  Function value: 0.0201194,  Residual: 0.000151868 
205 TAO,  Function value: 0.0201194,  Residual: 1.00041e-05 
206 TAO,  Function value: 0.0201194,  Residual: 2.50377e-07 
207 TAO,  Function value: 0.0201194,  Residual: 0.000152965 
208 TAO,  Function value: 0.0201194,  Residual: 9.94471e-06 
209 TAO,  Function value: 0.0201194,  Residual: 0.000153001 
210 TAO,  Function value: 0.0201194,  Residual: 0.000152991 
211 TAO,  Function value: 0.0201194,  Residual: 1.08407e-05 
212 TAO,  Function value: 0.0201194,  Residual: 5.68664e-06 
213 TAO,  Function value: 0.0201194,  Residual: 1.01135e-05 
214 TAO,  Function value: 0.0201194,  Residual: 2.95696e-06 
215 TAO,  Function value: 0.0201194,  Residual: 0.00015296 
216 TAO,  Function value: 0.0201194,  Residual: 1.86882e-06 
217 TAO,  Function value: 0.0201194,  Residual: 1.29951e-06 
218 TAO,  Function value: 0.0201194,  Residual: 1.2692e-06 
219 TAO,  Function value: 0.0201194,  Residual: 0.000153282 
220 TAO,  Function value: 0.0201194,  Residual: 2.67689e-07 
221 TAO,  Function value: 0.0201194,  Residual: 1.26837e-06 
222 TAO,  Function value: 0.0201194,  Residual: 7.05388e-05 
223 TAO,  Function value: 0.0201194,  Residual: 1.42011e-07 
224 TAO,  Function value: 0.0201194,  Residual: 0.000136095 
225 TAO,  Function value: 0.0201194,  Residual: 0.000136089 
226 TAO,  Function value: 0.0201194,  Residual: 1.41669e-07 
227 TAO,  Function value: 0.0201194,  Residual: 7.05499e-05 
228 TAO,  Function value: 0.0201194,  Residual: 0.000153283 
229 TAO,  Function value: 0.0201194,  Residual: 0.000144565 
230 TAO,  Function value: 0.0201194,  Residual: 8.37997e-05 
231 TAO,  Function value: 0.0201194,  Residual: 5.95291e-05 
232 TAO,  Function value: 0.0201194,  Residual: 3.22101e-05 
233 TAO,  Function value: 0.0201194,  Residual: 3.82833e-05 
234 TAO,  Function value: 0.0201194,  Residual: 1.78203e-07 
235 TAO,  Function value: 0.0201194,  Residual: 0.000148429 
236 TAO,  Function value: 0.0201194,  Residual: 0.000153286 
237 TAO,  Function value: 0.0201194,  Residual: 0.000148429 
238 TAO,  Function value: 0.0201194,  Residual: 0.000148429 
239 TAO,  Function value: 0.0201194,  Residual: 2.15355e-05 
240 TAO,  Function value: 0.0201194,  Residual: 1.46013e-05 
241 TAO,  Function value: 0.0201194,  Residual: 7.24302e-06 
242 TAO,  Function value: 0.0201194,  Residual: 0.000148107 
243 TAO,  Function value: 0.0201194,  Residual: 1.46755e-05 
244 TAO,  Function value: 0.0201194,  Residual: 1.94033e-05 
245 TAO,  Function value: 0.0201194,  Residual: 5.47553e-06 
246 TAO,  Function value: 0.0201194,  Residual: 0.000152055 
247 TAO,  Function value: 0.0201194,  Residual: 1.12834e-06 
248 TAO,  Function value: 0.0201194,  Residual: 2.97897e-07 
249 TAO,  Function value: 0.0201194,  Residual: 2.54762e-07 
250 TAO,  Function value: 0.0201193,  Residual: 0.000153286 
251 TAO,  Function value: 0.0201193,  Residual: 0.000153286 
252 TAO,  Function value: 0.0201193,  Residual: 0.000153286 
253 TAO,  Function value: 0.0201193,  Residual: 0.000153284 
254 TAO,  Function value: 0.0201193,  Residual: 0.000153283 
255 TAO,  Function value: 0.0201193,  Residual: 0.00015327 
256 TAO,  Function value: 0.0201193,  Residual: 6.16949e-07 
257 TAO,  Function value: 0.0201193,  Residual: 3.46391e-07 
258 TAO,  Function value: 0.0201193,  Residual: 5.46672e-06 
259 TAO,  Function value: 0.0201193,  Residual: 6.72346e-07 
260 TAO,  Function value: 0.0201193,  Residual: 6.89149e-07 
261 TAO,  Function value: 0.0201193,  Residual: 4.03704e-07 
262 TAO,  Function value: 0.0201193,  Residual: 0.000153285 
263 TAO,  Function value: 0.0201192,  Residual: 0.000153283 
264 TAO,  Function value: 0.0201192,  Residual: 0.000153283 
265 TAO,  Function value: 0.0201192,  Residual: 0.000153215 
266 TAO,  Function value: 0.0201192,  Residual: 0.000153215 
267 TAO,  Function value: 0.0201192,  Residual: 2.67799e-06 
268 TAO,  Function value: 0.0201192,  Residual: 2.15444e-06 
269 TAO,  Function value: 0.0201192,  Residual: 8.11476e-06 
270 TAO,  Function value: 0.0201192,  Residual: 4.19337e-06 
271 TAO,  Function value: 0.0201192,  Residual: 6.9049e-06 
272 TAO,  Function value: 0.0201192,  Residual: 6.75938e-06 
273 TAO,  Function value: 0.0201192,  Residual: 4.68338e-06 
274 TAO,  Function value: 0.0201192,  Residual: 2.71883e-06 
275 TAO,  Function value: 0.0201192,  Residual: 4.45275e-06 
276 TAO,  Function value: 0.0201191,  Residual: 5.99506e-07 
277 TAO,  Function value: 0.0201191,  Residual: 5.09793e-07 
278 TAO,  Function value: 0.0201191,  Residual: 4.61608e-07 
279 TAO,  Function value: 0.0201191,  Residual: 5.36118e-07 
280 TAO,  Function value: 0.0201191,  Residual: 5.72998e-07 
281 TAO,  Function value: 0.020119,  Residual: 5.61016e-07 
282 TAO,  Function value: 0.020119,  Residual: 5.74608e-07 
283 TAO,  Function value: 0.020119,  Residual: 5.39393e-07 
284 TAO,  Function value: 0.020119,  Residual: 5.50902e-07 
285 TAO,  Function value: 0.020119,  Residual: 4.62364e-07 
286 TAO,  Function value: 0.020119,  Residual: 3.77858e-07 
287 TAO,  Function value: 0.020119,  Residual: 4.7248e-07 
288 TAO,  Function value: 0.020119,  Residual: 2.8145e-07 
289 TAO,  Function value: 0.020119,  Residual: 2.59624e-07 
290 TAO,  Function value: 0.020119,  Residual: 2.6404e-07 
291 TAO,  Function value: 0.0201189,  Residual: 3.03293e-07 
292 TAO,  Function value: 0.0201189,  Residual: 2.56365e-07 
293 TAO,  Function value: 0.0201189,  Residual: 2.40366e-07 
294 TAO,  Function value: 0.0201189,  Residual: 2.23015e-07 
295 TAO,  Function value: 0.0201189,  Residual: 2.85357e-07 
296 TAO,  Function value: 0.0201189,  Residual: 2.93258e-07 
297 TAO,  Function value: 0.0201189,  Residual: 3.15396e-07 
298 TAO,  Function value: 0.0201189,  Residual: 3.12558e-07 
299 TAO,  Function value: 0.0201189,  Residual: 3.0043e-07 
300 TAO,  Function value: 0.0201189,  Residual: 2.93496e-07 
301 TAO,  Function value: 0.0201189,  Residual: 2.83371e-07 
302 TAO,  Function value: 0.0201189,  Residual: 2.55004e-07 
303 TAO,  Function value: 0.0201189,  Residual: 2.55706e-07 
304 TAO,  Function value: 0.0201189,  Residual: 2.71839e-07 
305 TAO,  Function value: 0.0201189,  Residual: 3.04387e-07 
306 TAO,  Function value: 0.0201189,  Residual: 2.85634e-07 
307 TAO,  Function value: 0.0201189,  Residual: 2.89919e-07 
308 TAO,  Function value: 0.0201189,  Residual: 3.01535e-07 
309 TAO,  Function value: 0.0201189,  Residual: 3.7333e-07 
310 TAO,  Function value: 0.0201189,  Residual: 3.18386e-07 
311 TAO,  Function value: 0.0201189,  Residual: 2.80054e-07 
312 TAO,  Function value: 0.0201189,  Residual: 3.32001e-07 
313 TAO,  Function value: 0.0201189,  Residual: 3.75063e-07 
314 TAO,  Function value: 0.0201189,  Residual: 3.0899e-07 
315 TAO,  Function value: 0.0201189,  Residual: 3.06242e-07 
316 TAO,  Function value: 0.0201189,  Residual: 3.2133e-07 
317 TAO,  Function value: 0.0201189,  Residual: 3.42523e-07 
318 TAO,  Function value: 0.0201189,  Residual: 3.67959e-07 
319 TAO,  Function value: 0.0201189,  Residual: 3.7617e-07 
320 TAO,  Function value: 0.0201189,  Residual: 3.94429e-07 
321 TAO,  Function value: 0.0201188,  Residual: 4.6501e-07 
322 TAO,  Function value: 0.0201188,  Residual: 4.51753e-07 
323 TAO,  Function value: 0.0201188,  Residual: 4.62722e-07 
324 TAO,  Function value: 0.0201188,  Residual: 5.2003e-07 
325 TAO,  Function value: 0.0201188,  Residual: 7.13648e-07 
326 TAO,  Function value: 0.0201188,  Residual: 9.08494e-07 
327 TAO,  Function value: 0.0201188,  Residual: 1.02183e-06 
328 TAO,  Function value: 0.0201188,  Residual: 1.37325e-06 
329 TAO,  Function value: 0.0201187,  Residual: 1.42456e-06 
330 TAO,  Function value: 0.0201187,  Residual: 1.41562e-06 
331 TAO,  Function value: 0.0201186,  Residual: 1.47534e-06 
332 TAO,  Function value: 0.0201185,  Residual: 1.53458e-06 
333 TAO,  Function value: 0.0201185,  Residual: 1.49323e-06 
334 TAO,  Function value: 0.0201184,  Residual: 1.48378e-06 
335 TAO,  Function value: 0.0201184,  Residual: 1.56215e-06 
336 TAO,  Function value: 0.0201184,  Residual: 1.55092e-06 
337 TAO,  Function value: 0.0201184,  Residual: 1.52087e-06 
338 TAO,  Function value: 0.0201183,  Residual: 1.41309e-06 
339 TAO,  Function value: 0.0201183,  Residual: 1.33054e-06 
340 TAO,  Function value: 0.0201182,  Residual: 1.3432e-06 
341 TAO,  Function value: 0.0201182,  Residual: 1.27056e-06 
342 TAO,  Function value: 0.0201181,  Residual: 1.41551e-06 
343 TAO,  Function value: 0.020118,  Residual: 1.57341e-06 
344 TAO,  Function value: 0.020118,  Residual: 2.01857e-06 
345 TAO,  Function value: 0.020118,  Residual: 1.86923e-06 
346 TAO,  Function value: 0.0201179,  Residual: 1.70788e-06 
347 TAO,  Function value: 0.0201179,  Residual: 1.66465e-06 
348 TAO,  Function value: 0.0201178,  Residual: 1.67515e-06 
349 TAO,  Function value: 0.0201177,  Residual: 1.7138e-06 
350 TAO,  Function value: 0.0201177,  Residual: 1.86243e-06 
351 TAO,  Function value: 0.0201177,  Residual: 1.75525e-06 
352 TAO,  Function value: 0.0201176,  Residual: 1.74711e-06 
353 TAO,  Function value: 0.0201176,  Residual: 1.75936e-06 
354 TAO,  Function value: 0.0201176,  Residual: 1.76792e-06 
355 TAO,  Function value: 0.0201175,  Residual: 1.69003e-06 
356 TAO,  Function value: 0.0201175,  Residual: 1.57928e-06 
357 TAO,  Function value: 0.0201174,  Residual: 1.50186e-06 
358 TAO,  Function value: 0.0201173,  Residual: 1.65354e-06 
359 TAO,  Function value: 0.0201172,  Residual: 1.50779e-06 
360 TAO,  Function value: 0.0201171,  Residual: 1.50139e-06 
361 TAO,  Function value: 0.020117,  Residual: 1.50519e-06 
362 TAO,  Function value: 0.020117,  Residual: 1.86642e-06 
363 TAO,  Function value: 0.0201168,  Residual: 1.4609e-06 
364 TAO,  Function value: 0.0201168,  Residual: 1.42383e-06 
365 TAO,  Function value: 0.0201166,  Residual: 1.39945e-06 
366 TAO,  Function value: 0.0201165,  Residual: 1.67844e-06 
367 TAO,  Function value: 0.0201165,  Residual: 1.51736e-06 
368 TAO,  Function value: 0.0201164,  Residual: 1.51279e-06 
369 TAO,  Function value: 0.0201164,  Residual: 1.45938e-06 
370 TAO,  Function value: 0.0201162,  Residual: 1.37174e-06 
371 TAO,  Function value: 0.0201161,  Residual: 1.28628e-06 
372 TAO,  Function value: 0.0201161,  Residual: 1.14625e-06 
373 TAO,  Function value: 0.020116,  Residual: 1.02805e-06 
374 TAO,  Function value: 0.020116,  Residual: 9.7368e-07 
375 TAO,  Function value: 0.0201159,  Residual: 9.43766e-07 
376 TAO,  Function value: 0.0201159,  Residual: 8.79261e-07 
377 TAO,  Function value: 0.0201159,  Residual: 9.13225e-07 
378 TAO,  Function value: 0.0201159,  Residual: 8.56733e-07 
379 TAO,  Function value: 0.0201158,  Residual: 7.87491e-07 
380 TAO,  Function value: 0.0201158,  Residual: 7.7811e-07 
381 TAO,  Function value: 0.0201158,  Residual: 8.13897e-07 
382 TAO,  Function value: 0.0201158,  Residual: 8.92143e-07 
383 TAO,  Function value: 0.0201157,  Residual: 7.88268e-07 
384 TAO,  Function value: 0.0201157,  Residual: 7.58911e-07 
385 TAO,  Function value: 0.0201157,  Residual: 7.54828e-07 
386 TAO,  Function value: 0.0201157,  Residual: 7.89909e-07 
387 TAO,  Function value: 0.0201157,  Residual: 7.75858e-07 
388 TAO,  Function value: 0.0201156,  Residual: 7.43662e-07 
389 TAO,  Function value: 0.0201156,  Residual: 7.36992e-07 
390 TAO,  Function value: 0.0201156,  Residual: 7.72758e-07 
391 TAO,  Function value: 0.0201156,  Residual: 7.49664e-07 
392 TAO,  Function value: 0.0201156,  Residual: 7.51586e-07 
393 TAO,  Function value: 0.0201155,  Residual: 7.70376e-07 
394 TAO,  Function value: 0.0201155,  Residual: 7.56449e-07 
395 TAO,  Function value: 0.0201155,  Residual: 7.41403e-07 
396 TAO,  Function value: 0.0201155,  Residual: 7.31066e-07 
397 TAO,  Function value: 0.0201155,  Residual: 7.27954e-07 
398 TAO,  Function value: 0.0201155,  Residual: 7.16566e-07 
399 TAO,  Function value: 0.0201155,  Residual: 7.2637e-07 
400 TAO,  Function value: 0.0201155,  Residual: 7.53396e-07 
401 TAO,  Function value: 0.0201154,  Residual: 7.33385e-07 
402 TAO,  Function value: 0.0201154,  Residual: 7.38617e-07 
403 TAO,  Function value: 0.0201154,  Residual: 7.63971e-07 
404 TAO,  Function value: 0.0201154,  Residual: 8.01933e-07 
405 TAO,  Function value: 0.0201154,  Residual: 8.5432e-07 
406 TAO,  Function value: 0.0201153,  Residual: 8.4696e-07 
407 TAO,  Function value: 0.0201153,  Residual: 8.83373e-07 
408 TAO,  Function value: 0.0201153,  Residual: 1.00754e-06 
409 TAO,  Function value: 0.0201153,  Residual: 1.00352e-06 
410 TAO,  Function value: 0.0201152,  Residual: 1.03387e-06 
411 TAO,  Function value: 0.0201152,  Residual: 1.0906e-06 
412 TAO,  Function value: 0.0201152,  Residual: 1.13509e-06 
413 TAO,  Function value: 0.0201151,  Residual: 1.11758e-06 
414 TAO,  Function value: 0.0201151,  Residual: 1.09971e-06 
415 TAO,  Function value: 0.0201151,  Residual: 1.08012e-06 
416 TAO,  Function value: 0.020115,  Residual: 1.04927e-06 
417 TAO,  Function value: 0.020115,  Residual: 1.00248e-06 
418 TAO,  Function value: 0.0201149,  Residual: 9.76322e-07 
419 TAO,  Function value: 0.0201149,  Residual: 9.12323e-07 
420 TAO,  Function value: 0.0201149,  Residual: 8.638e-07 
421 TAO,  Function value: 0.0201148,  Residual: 7.88365e-07 
422 TAO,  Function value: 0.0201148,  Residual: 8.48339e-07 
